method,epoch,train_loss_mean,train_loss_std,train_acc_mean,train_acc_std,test_loss_mean,test_loss_std,test_acc_mean,test_acc_std
el2n,26,0.02460451944986979,0.004575466148074751,0.9926533333333333,0.0015375593936134229,1.1549845377604167,0.16631746145615284,0.7499666666666668,0.014539677514381864
el2n,27,0.016201876627604167,0.002443974797921014,0.99524,0.00107925900505854,1.08614365234375,0.05959019261390233,0.7553333333333333,0.010469107995537288
el2n,28,0.017743760172526043,0.003631539783576927,0.99504,0.0010466454350288195,0.9965504557291668,0.05289831183385355,0.7719999999999999,0.007316192087873748
el2n,29,0.014993258056640625,0.0021801525170424977,0.9960266666666667,0.0005555377774933487,0.9728798828124999,0.03876768314849916,0.7796666666666666,0.004631294515455596
el2n,30,0.010520046793619791,0.0028525384578800108,0.9973466666666667,0.001037604077778348,0.9349217122395833,0.023932349575831884,0.7871666666666667,0.0043399948796692565
el2n,31,0.010217161458333334,0.0019810874667245495,0.9975333333333333,0.0007349074015744328,0.8871879557291665,0.06984683220994556,0.7961333333333332,0.013507857795454537
el2n,32,0.009019517008463542,0.002672473595700407,0.99768,0.0009835988342137634,0.9077651041666667,0.07835416571238038,0.7917,0.015079345697564844
el2n,33,0.006482310892740885,0.0017592877380875446,0.9986666666666667,0.0005808805576211063,0.8553265950520833,0.05395998688138535,0.8033666666666667,0.010817989133332
el2n,34,0.004458603719075521,0.00039913956306107543,0.9992666666666666,0.00017987650084309,0.8626765950520833,0.013893123841591679,0.8027333333333333,0.006247310532452255
el2n,35,0.003573175252278646,0.0008677468518267285,0.9996533333333333,0.00017987650084309273,0.8011543782552083,0.02022935664538546,0.8117666666666666,0.0028075295585660797
el2n,36,0.0026769940185546875,0.0005412056878096402,0.9996933333333334,0.00014727148022917338,0.8157190755208333,0.028153592387314404,0.8119666666666667,0.004964093293061893
el2n,37,0.0030742442321777344,0.0007638708634236363,0.9996533333333333,0.0002362672686222562,0.7851737955729167,0.020804805422748037,0.8137333333333334,0.003955024933198546
el2n,38,0.001983559773763021,0.000273324834361356,0.9999466666666667,4.988876515698632e-05,0.7752443033854166,0.031197584253517652,0.8164000000000001,0.005657443474456172
el2n,39,0.0018473641459147135,3.3391526104865516e-05,0.9999199999999999,3.265986323709638e-05,0.7731435709635416,0.02573670683280818,0.8155333333333333,0.005539153565502803
el2n,40,0.0018191674296061198,0.0001611629029982947,0.9998933333333332,6.798692684788469e-05,0.7714556640625,0.031719990963442475,0.8182,0.006354525946126907
el2n,41,0.001829066619873047,9.68909273644073e-05,0.9999066666666666,3.771236166326791e-05,0.7667099121093749,0.022532252930476206,0.8181666666666666,0.005007549855523713
el2n,42,0.0016840158081054687,9.624324491088125e-05,0.9999466666666667,1.885618083160779e-05,0.7582301106770833,0.025439559949789633,0.8185666666666668,0.005125968743130958
el2n,43,0.0015962901814778648,8.798411231076512e-05,0.9999733333333333,1.8856180831660125e-05,0.7680283365885416,0.02601918509947775,0.8159666666666666,0.006017936154160795
el2n,44,0.0015224479675292968,7.072031391503531e-05,0.9999866666666666,1.8856180831660125e-05,0.7561932779947916,0.034271475297822714,0.8199,0.007351643807113236
el2n,45,0.0015562670389811198,9.941563538303927e-05,0.9999866666666666,1.8856180831660125e-05,0.7558588053385417,0.03068204148961939,0.8188333333333334,0.005468901982015119
el2n,46,0.0014764388020833332,2.161970153355358e-05,0.9999733333333333,1.8856180831660125e-05,0.75750771484375,0.028033174636838028,0.8183666666666666,0.00720755776174488
el2n,47,0.0015451836140950523,0.0001336033079259868,0.9999733333333333,3.771236166326791e-05,0.7552228027343749,0.025097988316006778,0.8191333333333333,0.004446221866808843
el2n,48,0.0015028522237141926,7.817998990582632e-05,0.9999600000000001,3.265986323709638e-05,0.7541884602864584,0.022697723683468642,0.8190666666666667,0.005104464277037878
el2n,49,0.0014871544901529949,0.0001533167924222952,0.9999866666666666,1.8856180831660125e-05,0.7626752441406249,0.024569948110655025,0.8176333333333333,0.006462369706401969
el2n,50,0.001502450714111328,5.051650357045312e-05,0.9999866666666666,1.8856180831660125e-05,0.7576166666666667,0.029859846725778794,0.8188,0.006531462317123172
forget,1,2.172579635416666,0.06363113977944337,0.2709066666666667,0.011845329131021319,1.8653125651041667,0.043513087736394826,0.2996666666666667,0.015786562499656334
forget,2,1.4692864583333334,0.12860363147169382,0.47013333333333335,0.0430912747033034,1.59071884765625,0.09727761387201618,0.4290333333333334,0.031743380762329375
forget,3,1.1257413802083334,0.13767720103012454,0.60544,0.05085704933110713,1.404267513020833,0.14015692183474857,0.5172,0.04934558406450031
forget,4,0.8700443229166667,0.12383169137505755,0.7047599999999999,0.04523490097995867,1.3205533528645832,0.11224450598511473,0.5702333333333334,0.02455908974064164
forget,5,0.7008650130208333,0.12259642625159768,0.7710133333333333,0.0421288985007784,1.5191061197916664,0.3347322425237321,0.5440333333333333,0.07048575900295193
forget,6,0.5648649869791667,0.10427989481492703,0.8185333333333333,0.03682696596547455,1.1331017252604167,0.09375311663999908,0.6445333333333334,0.0342199097342793
forget,7,0.46790559895833334,0.09025231500843761,0.85272,0.02862090611190827,1.0271124674479166,0.1371556377915258,0.6819333333333333,0.027930548787225003
forget,8,0.40363645833333334,0.07211732903433292,0.8744399999999999,0.023471605540879938,0.96410986328125,0.03184279494850277,0.6995999999999999,0.010141991914806494
forget,9,0.3519533723958333,0.05847620622823387,0.8908133333333333,0.019796735982367284,0.9115768229166666,0.025658015158558433,0.7174333333333333,0.007530087796448467
forget,10,0.3058784049479167,0.048684627204877165,0.9055466666666666,0.016862244479572956,1.0785295247395832,0.2474781225252415,0.6898666666666666,0.04131515729393057
forget,11,0.28225973958333334,0.033242506563115976,0.9146000000000001,0.011870411394162696,0.835194970703125,0.07029405011672378,0.7342333333333334,0.018107150214456438
forget,12,0.263415234375,0.030345033148718493,0.91988,0.009511761140819266,0.8838859375,0.02475643060020106,0.7313333333333333,0.00906617645733611
forget,13,0.2473303125,0.028030151521384584,0.92496,0.009267635440966947,0.7533110514322917,0.0820567557582855,0.7640666666666668,0.02305852457455931
forget,14,0.22864529296875002,0.024210007735740533,0.93092,0.007405295402615607,0.9073449218749999,0.11410010703739623,0.7261666666666667,0.03192912289570273
forget,15,0.21749619791666666,0.0204871707909288,0.9344933333333333,0.0061685078332518435,0.8361620279947917,0.03909315224467423,0.7427,0.01522103807235233
forget,16,0.208895625,0.02027544871844777,0.9366533333333334,0.006363758498106471,0.8038120279947917,0.07922853028220647,0.7632,0.0156922486172845
forget,17,0.19306767578124998,0.017717459464439707,0.9420133333333333,0.005182980695399954,0.8300792317708332,0.10219798234319435,0.7553000000000001,0.02553833719463088
forget,18,0.1846909765625,0.017052518435743538,0.9441866666666666,0.006034066253825481,0.7485275065104166,0.059876363087316004,0.7738333333333333,0.012570423841524002
forget,19,0.18184623697916666,0.015595814634303252,0.9442933333333334,0.005657639869140579,0.7314341471354165,0.038751836509261006,0.7784666666666666,0.011365542466400636
forget,20,0.17041795247395833,0.011570006648512989,0.9480133333333334,0.004597081199582545,0.8431390462239583,0.0796525872479268,0.7537333333333334,0.019399369978315154
forget,21,0.16611826822916664,0.01874458858446078,0.94864,0.007437275486807459,0.6936986002604167,0.059815673100684925,0.7916666666666666,0.01826040038504693
forget,22,0.15633069010416667,0.00921941472832603,0.9510266666666666,0.0031734453761732644,0.687734033203125,0.03880488843541853,0.7917666666666667,0.011192358504305024
forget,23,0.14411678059895836,0.009039602815960926,0.95512,0.0033733069827692956,0.7459511555989583,0.08698264628622512,0.7807000000000001,0.02002048950450515
forget,24,0.14043071614583333,0.011994216703502562,0.9568666666666666,0.003827526035908262,0.7248572428385417,0.05191590498674736,0.7841666666666667,0.005900470791009443
forget,25,0.126472197265625,0.0076916930870754106,0.9612533333333334,0.0026042699979499377,0.7022918782552083,0.04386075921006203,0.7974666666666668,0.006718300049533001
forget,26,0.12161697265625,0.010311141733877585,0.9627466666666668,0.003830033362198771,0.631361962890625,0.014331650559630387,0.8065333333333333,0.009180171869608735
forget,27,0.11076656901041666,0.006333780391680346,0.9657066666666667,0.0018533812943434484,0.6261671223958333,0.015374548702818696,0.8182666666666667,0.004244473531023095
forget,28,0.10482086263020833,0.011458866424757895,0.9677199999999999,0.0038931050161364242,0.6434666015625,0.03248563531786412,0.8130000000000001,0.010400961494015811
forget,29,0.09328999023437501,0.005142740130513634,0.9713866666666666,0.0015897449131507917,0.5920961751302083,0.027670381868577194,0.8270666666666667,0.008508949536941802
forget,30,0.08558950358072916,0.009150071346552281,0.9731866666666668,0.003520807988074425,0.641852783203125,0.028134743640979773,0.8169666666666666,0.007827444595069873
forget,31,0.08518384602864583,0.007533874807829132,0.9731466666666666,0.0029082564459750335,0.5990851236979168,0.03558061951817002,0.8299666666666666,0.008322793334505455
forget,32,0.0669871337890625,0.0057943479289519475,0.9786266666666666,0.002003286189129166,0.6175761230468749,0.038663050555747085,0.8219333333333333,0.00913503633757901
forget,33,0.05889356608072916,0.004832369898587744,0.9817333333333332,0.002007275655099603,0.559523095703125,0.013875849595449326,0.8436,0.005488776427097977
forget,34,0.04982597981770834,0.005988940471791461,0.9843866666666666,0.0020086037162389435,0.6181440104166667,0.05498345704879965,0.8374333333333333,0.014484551157085327
forget,35,0.04239288899739583,0.004761056898481048,0.9870933333333333,0.0015691469727919904,0.5723413574218751,0.006149725619452436,0.8454666666666667,0.0032520079267362918
forget,36,0.03368766194661458,0.0012141774992551206,0.9898133333333333,0.0005564969801256123,0.55793056640625,0.029188208482490482,0.8497,0.004543860326491854
forget,37,0.028436346028645833,0.0026640972737757163,0.9916666666666667,0.0008341595903795929,0.5422885904947917,0.02398895344118018,0.8551666666666667,0.006449978466802998
forget,38,0.022438095296223964,0.004741271474206385,0.9939733333333334,0.0015081408716989635,0.5450824707031251,0.04487996986689112,0.8557,0.012195900950729284
forget,39,0.017607095540364586,0.003501964292683157,0.9950266666666666,0.0012138460455190388,0.5093898763020833,0.007368434581777149,0.8662000000000001,0.0024055491403557915
forget,40,0.011698933105468748,0.0007055259957538401,0.9971866666666668,0.00019136933459210081,0.5148993652343751,0.0076336994914837685,0.8670666666666667,0.0011614167593456512
forget,41,0.009510023396809895,0.0009455083527091423,0.9978266666666666,0.0002494438257849514,0.50198955078125,0.0072665813002107315,0.8719,0.0017795130420052304
forget,42,0.007754245808919269,0.0016880646015883104,0.9984133333333333,0.0005706915882408893,0.5054580078125,0.014844932480998259,0.8731333333333334,0.00437442059655395
forget,43,0.006564986979166666,0.0003801135756485085,0.9986666666666667,0.00010498677165351122,0.490410107421875,0.016143876296900832,0.8762,0.003501428280002299
forget,44,0.005215246480305989,0.000624089915653949,0.9991733333333332,8.219218670623916e-05,0.48956482747395835,0.014727890616181372,0.8764,0.004450468140169834
forget,45,0.004571251932779948,0.00045170880380495217,0.9994266666666668,0.0001236482466066293,0.4895104329427083,0.014410593930905559,0.8767,0.0035590260840104404
forget,46,0.004367322285970052,0.0006981465420976291,0.9995066666666667,0.00020997354330700362,0.49003090820312506,0.012245015670282938,0.8765333333333333,0.0032866734279849126
forget,47,0.003978323465983073,0.00040775136287273894,0.99948,0.00019595917942266891,0.4883162272135417,0.014536458222824192,0.8776333333333333,0.003320977098519183
forget,48,0.0035716536458333336,0.0001426221652886077,0.99968,0.0,0.49005279947916663,0.010277122741305059,0.8773333333333334,0.001948218559493672
forget,49,0.0037818917846679685,0.00028998306095210963,0.9995866666666666,6.798692684792099e-05,0.4892648763020833,0.013552051352918397,0.8772333333333333,0.0037187214051188043
forget,50,0.0037005400594075522,0.00028311655968734116,0.9996533333333334,0.00012364824660659736,0.49017942708333334,0.012817342450911975,0.8773666666666667,0.003120185179689724
craig,1,2.0890986338776787,0.09459154909045824,0.265758594500951,0.025434012369805088,1.7966761067708334,0.042488606088542734,0.3577333333333333,0.013881722595637112
craig,2,1.4031490107131621,0.0745994848274835,0.4671508075435276,0.028817863103064407,1.6130333984375003,0.16831774600511704,0.4381333333333333,0.041532744779136495
craig,3,1.0947184945416941,0.08877619951575491,0.5887355777303512,0.03385624212292263,1.4795424153645833,0.025796284988262197,0.5039666666666666,0.0277421860870568
craig,4,0.8622705726700698,0.08271555235984214,0.6828110036457437,0.03342586616154961,1.3596453450520833,0.011091266984566833,0.5673333333333334,0.014942184876680135
craig,5,0.6848395605939089,0.06857598305836379,0.7494570916902165,0.028763114298839404,1.24487666015625,0.08897808340081463,0.6113666666666667,0.02748397512895265
craig,6,0.562532367606023,0.058931178731442865,0.796714691556517,0.02358907970316615,1.1692221679687502,0.12718993587936261,0.6502,0.016102173766296274
craig,7,0.4579572622742943,0.054848963289387875,0.8338648156246894,0.021754370730289768,1.1513704752604166,0.13418106257353668,0.6658,0.04179880381063557
craig,8,0.3723916590073624,0.046956834439044325,0.8646942585506453,0.01932131781389207,1.17747783203125,0.16980307741046138,0.6814666666666667,0.0332130830982143
craig,9,0.31784344429276984,0.03651954533779742,0.8861361808625986,0.01364709008021152,1.1555011393229166,0.06794378322339709,0.6850333333333335,0.013699229499825497
craig,10,0.2784213432978981,0.028486271246698495,0.9014175713940035,0.010272665892134871,1.26936259765625,0.43555147618396967,0.6730666666666666,0.07399343814750663
craig,11,0.24849531700180363,0.026606977974219917,0.9123518850851055,0.010044379354496697,0.9966840169270834,0.06727598703267446,0.7267,0.012233560397529434
craig,12,0.22582323293285023,0.018908816445832415,0.9200326035550647,0.006297894683329062,0.9707550130208332,0.09240585646724599,0.7384333333333334,0.014855825643684569
craig,13,0.20859020937612796,0.02415130877116929,0.925766429198482,0.009964305411038037,0.9381625651041666,0.028872172868317968,0.7484666666666667,0.008479124692770812
craig,14,0.1887374851757803,0.01884326807670763,0.9337005028703825,0.006656930881927392,1.23951875,0.33125447910747846,0.7118666666666668,0.04299227320758413
craig,15,0.18016454372265453,0.021117094497254726,0.9359140826317511,0.007594070448820596,0.8396226888020834,0.07719136211537389,0.7768666666666667,0.01799432009150541
craig,16,0.1702266554973142,0.01656462985174043,0.9399677674631355,0.006619963307155956,0.9296926106770833,0.030736991033192246,0.7619333333333334,0.0009843215373488753
craig,17,0.1547281852127197,0.0169994921092604,0.9457416544517705,0.006878490426999005,0.883614697265625,0.1418476503854334,0.7717,0.025513917770503207
craig,18,0.1482231151292506,0.011817975819892667,0.9476084661961979,0.004665954664483454,0.9455447916666667,0.07462167520722855,0.7551,0.010198365882172827
craig,19,0.13869294979236033,0.014586764349872508,0.9508354582302924,0.0057586996760777935,0.8394004557291667,0.03238865693440229,0.7822999999999999,0.002550816862627898
craig,20,0.13278678850886005,0.015254942531054494,0.9527955787689163,0.006729770404228569,0.8976181966145833,0.05063625799557202,0.7683666666666666,0.011192358504305023
craig,21,0.12892771431492256,0.01001544414493623,0.9551024635904012,0.004185823325661425,0.88808525390625,0.07168431576566547,0.7812666666666667,0.011092740368767723
craig,22,0.11483731501160577,0.011902667136399373,0.9605696652449135,0.004585032327661395,0.8101932779947917,0.048867443261035336,0.7906333333333334,0.012613572936413485
craig,23,0.10638699410393793,0.012167196515357468,0.9626765436670386,0.0047168959456164615,0.8494095540364582,0.043096138128995085,0.7883666666666667,0.009993442294269203
craig,24,0.10511268055098678,0.004810930420254569,0.9636499586073487,0.0018760762444229486,0.789665966796875,0.06842433234675245,0.7996333333333334,0.012822982838984393
craig,25,0.09598393462856587,0.015227689415619047,0.9663302055643429,0.005947211150368713,0.7590737141927084,0.022926413103850924,0.8079000000000001,0.005984981202978028
craig,26,0.08607845804644099,0.006962992736088805,0.9693438162575508,0.002883141552614202,0.8295867350260417,0.0740165125773857,0.7975666666666665,0.015535193021724016
craig,27,0.08492832959709183,0.00793896891007356,0.9704905917349707,0.0027130817276052265,0.7947884114583333,0.04297460065033161,0.8003333333333335,0.008730533902472538
craig,28,0.07406765444106268,0.009680863255260604,0.9749843667134929,0.003838205072535366,0.7437133138020834,0.02438394415045363,0.8142666666666667,0.006380351784101634
craig,29,0.06850685360641486,0.0103604763716381,0.9763311635265928,0.004252499735393411,0.7952701660156251,0.08327943010279149,0.8101333333333334,0.011301425672109776
craig,30,0.060107166897757004,0.01032711281614117,0.9797447880854006,0.0037605704860521616,0.7733985351562499,0.029385023186226447,0.8166666666666668,0.002752372713779042
craig,31,0.05180482968794716,0.006758540565016778,0.9818116414362289,0.0023385384055814745,0.73203896484375,0.04488280756525332,0.8245666666666667,0.008818667069851847
craig,32,0.04700646842679826,0.005554015854306617,0.9842118739930313,0.002222234681768411,0.6975058430989584,0.03612037356884146,0.832,0.006261522711502905
craig,33,0.041283296373143784,0.00783533405638686,0.9859320265403606,0.0033966108888950153,0.7249960449218751,0.054932479285308,0.8288333333333333,0.01108312029870448
craig,34,0.03207132109275965,0.005950134269014344,0.9896390559106472,0.002292577429405645,0.6609799479166667,0.020700590991535865,0.8461666666666666,0.002145279054627215
craig,35,0.02965528635910451,0.006784230638769491,0.991092500718989,0.00197718742457972,0.65383349609375,0.01499891398382008,0.8461666666666666,0.00040276819911982676
craig,36,0.022120423534134615,0.004739152387999533,0.9933860660767091,0.0018580802206408368,0.64223193359375,0.017710723967788524,0.8501,0.0037656340767525786
craig,37,0.02057917251386329,0.0032896626654207502,0.9939594255430982,0.0009934639046216833,0.6488315266927084,0.022538213600725592,0.8531,0.003476588366008658
craig,38,0.015991107187519227,0.0038473192770928258,0.9953995620899155,0.0011690629214813801,0.6312443196614583,0.014972395775087343,0.8543666666666666,0.0019754043186705115
craig,39,0.013014426225654947,0.002588229958834769,0.9963863322344714,0.0007662224308401625,0.61968701171875,0.01019971942009258,0.8566333333333334,0.0013097921802925562
craig,40,0.010192912857416461,0.0020307062868364905,0.9975731061111871,0.0006869506919163218,0.5938701985677083,0.005340193374351545,0.8633666666666667,0.0015412837362262705
craig,41,0.007694895219259773,0.001431234081219766,0.9983598522528627,0.00036369575478579407,0.6057558756510416,0.0022456384687511623,0.8626999999999999,0.0003559026084010565
craig,42,0.005986102467307477,0.0007345663126000145,0.9989732357236684,9.980618574892023e-05,0.5977943033854166,0.0038599051511829787,0.8641666666666666,0.0013299958228840095
craig,43,0.005111889169588232,0.0010551646848260402,0.9992799354606715,0.0003709706789334866,0.5910761555989583,0.002323282429248299,0.8659333333333333,0.0011614167593456512
craig,44,0.004567769010553742,0.0004971924392026031,0.9993332741278929,0.00016111191362323056,0.5980778157552084,0.0057683739736734945,0.8651666666666666,0.0019067132861433633
craig,45,0.004408735666491565,0.0004841244713788252,0.9994132746605647,0.00028538068802920924,0.5936993326822916,0.005001192775446522,0.8660333333333333,0.0010498677165349287
craig,46,0.0038941842922802766,0.0004091628443731872,0.9994532842621009,0.00015435177164371325,0.5909083821614582,0.007426155420256966,0.8665666666666666,0.00061282587702832
craig,47,0.0037011693241840345,0.0003518040672415791,0.9994532826617809,3.7710476262320234e-05,0.5913895670572916,0.008870608507893623,0.8676666666666666,0.00024944382578494153
craig,48,0.003294090812861729,0.00033521895738938335,0.9996533002633811,0.00010499788138124013,0.592109033203125,0.008586462775682821,0.8676666666666667,0.0002867441755681033
craig,49,0.0035237932959855667,0.0006722234510358415,0.9995999626630397,0.00016331238135028898,0.5918151041666667,0.01069072873326854,0.8670666666666667,0.00012472191289245098
craig,50,0.003358135423704063,0.00042145545988704603,0.9995866282629543,4.989133144905193e-05,0.5900015950520833,0.002916120987391319,0.8663666666666666,0.0016996731711975963
