method,epoch,train_loss,train_acc,test_loss,test_acc
full,1,1.862959375,0.32602,1.4161580078125,0.4799
full,2,1.3071596875,0.52516,1.16277822265625,0.576
full,3,0.976450859375,0.65254,1.26153623046875,0.5797
full,4,0.779559921875,0.72552,0.8754244140625,0.708
full,5,0.6607028125,0.76918,0.80416884765625,0.7225
full,6,0.5801725390625,0.8,0.691253662109375,0.7583
full,7,0.5393404296875,0.8158,0.66048134765625,0.7775
full,8,0.505039609375,0.82752,0.726514404296875,0.7605
full,9,0.483354296875,0.83504,0.81767529296875,0.737
full,10,0.4613312890625,0.84348,0.644543115234375,0.7868
full,11,0.4400819140625,0.85064,0.561499560546875,0.8139
full,12,0.419810078125,0.85624,0.573622314453125,0.8075
full,13,0.40453875,0.86034,0.5776560546875,0.8087
full,14,0.3948533984375,0.86492,0.608380126953125,0.7982
full,15,0.37942640625,0.8711,0.475262060546875,0.8427
full,16,0.3647751953125,0.87448,0.561362890625,0.8149
full,17,0.3555601171875,0.87912,0.726977490234375,0.765
full,18,0.3423037109375,0.88144,0.445680078125,0.8485
full,19,0.3282859375,0.88778,0.399774853515625,0.8667
full,20,0.31530169921875,0.89306,0.3918619384765625,0.8703
full,21,0.30026361328125,0.8981,0.433394140625,0.8608
full,22,0.29639845703125,0.89954,0.40186572265625,0.8644
full,23,0.27915259765625,0.90502,0.452318701171875,0.8533
full,24,0.27119611328125,0.9072,0.3684123291015625,0.8769
full,25,0.2550309765625,0.91228,0.3509308349609375,0.8847
full,26,0.242796796875,0.91798,0.37109677734375,0.8798
full,27,0.23494375,0.9197,0.37184677734375,0.8803
full,28,0.2168466015625,0.92524,0.33497412109375,0.8879
full,29,0.19950615234375,0.93248,0.3581363037109375,0.8818
full,30,0.192654765625,0.9337,0.3911372802734375,0.8698
full,31,0.176793203125,0.93912,0.358497021484375,0.8858
full,32,0.1639327734375,0.94276,0.3431471923828125,0.8909
full,33,0.14242732421875,0.95208,0.269572119140625,0.9144
full,34,0.13466375,0.95402,0.2996665771484375,0.9014
full,35,0.120130087890625,0.95838,0.275857763671875,0.9122
full,36,0.10406140625,0.9648,0.2850119140625,0.9113
full,37,0.086891943359375,0.9701,0.2720815185546875,0.9186
full,38,0.074452939453125,0.97478,0.250591357421875,0.9214
full,39,0.0594814013671875,0.97956,0.233524951171875,0.9312
full,40,0.04657990234375,0.98494,0.2463648681640625,0.9278
full,41,0.03402574951171875,0.98912,0.238951123046875,0.9317
full,42,0.028532919921875,0.9914,0.219534130859375,0.9349
full,43,0.01895822998046875,0.9945,0.2169182373046875,0.9384
full,44,0.0147428955078125,0.99624,0.2089427978515625,0.9389
full,45,0.01100977294921875,0.99758,0.20284915771484374,0.9433
full,46,0.009619374389648437,0.99788,0.19939566650390625,0.9443
full,47,0.007778360595703125,0.99828,0.1978305908203125,0.9453
full,48,0.007171318969726562,0.99856,0.20051981201171876,0.9446
full,49,0.0062667388916015625,0.99896,0.199175927734375,0.945
full,50,0.00636491455078125,0.99876,0.20068941650390626,0.9448
random,1,1.98298765625,0.27728,1.695927734375,0.354
random,2,1.49963609375,0.43704,1.5459021484375,0.4516
random,3,1.25753625,0.53952,1.27385107421875,0.5383
random,4,1.04611765625,0.62308,1.2514767578125,0.5586
random,5,0.924890546875,0.671,1.0743115234375,0.6267
random,6,0.819371796875,0.70956,1.1020505859375,0.6293
random,7,0.7320253125,0.74596,0.91944541015625,0.6816
random,8,0.66531125,0.76884,1.1049478515625,0.6648
random,9,0.6089620703125,0.7906,0.720363818359375,0.7563
random,10,0.5602176171875,0.80684,0.654618603515625,0.7787
random,11,0.5307075,0.81612,0.73234619140625,0.7505
random,12,0.5186388671875,0.8218,0.646153173828125,0.7837
random,13,0.479892734375,0.8338,0.6714294921875,0.7773
random,14,0.4482684375,0.84448,0.63628046875,0.7882
random,15,0.4288661328125,0.85268,0.56805654296875,0.813
random,16,0.414405625,0.85612,0.663832568359375,0.783
random,17,0.3932626171875,0.86416,0.68602763671875,0.7795
random,18,0.38511453125,0.86916,0.67716904296875,0.7864
random,19,0.3636459765625,0.87452,0.613299951171875,0.805
random,20,0.3449923828125,0.88032,0.63760068359375,0.8043
random,21,0.323263984375,0.88796,0.538316845703125,0.822
random,22,0.30891716796875,0.89164,0.564293212890625,0.8234
random,23,0.2941435546875,0.89912,0.64338916015625,0.8039
random,24,0.285103515625,0.90124,0.51453955078125,0.8329
random,25,0.2613710546875,0.91132,0.487793310546875,0.8435
random,26,0.24095943359375,0.91584,0.457190869140625,0.8514
random,27,0.2326698046875,0.9206,0.439344140625,0.8651
random,28,0.20757748046875,0.9272,0.50553798828125,0.8424
random,29,0.1997016015625,0.93096,0.420494091796875,0.8634
random,30,0.17935484375,0.9368,0.491319091796875,0.8497
random,31,0.159908603515625,0.94412,0.50041376953125,0.8515
random,32,0.147795078125,0.94876,0.467485302734375,0.8588
random,33,0.1295369140625,0.95412,0.47934541015625,0.8614
random,34,0.1136258984375,0.95984,0.436576953125,0.8746
random,35,0.089059560546875,0.97024,0.415167431640625,0.8826
random,36,0.0785864306640625,0.97412,0.418756396484375,0.8852
random,37,0.0643154345703125,0.9788,0.3638614501953125,0.8989
random,38,0.047051015625,0.98516,0.354404052734375,0.901
random,39,0.0406611279296875,0.98708,0.3727676025390625,0.8975
random,40,0.03017884765625,0.99136,0.3514003662109375,0.9025
random,41,0.02078509521484375,0.9946,0.3522580322265625,0.9059
random,42,0.01666728515625,0.99552,0.3500122802734375,0.9097
random,43,0.015689788818359376,0.99608,0.3510999267578125,0.9076
random,44,0.011482249755859375,0.9974,0.337322314453125,0.9133
random,45,0.009475797119140626,0.99812,0.335564404296875,0.9145
random,46,0.007903472290039062,0.99876,0.3357440185546875,0.9143
random,47,0.007097596435546875,0.999,0.3403041748046875,0.9138
random,48,0.007034116821289063,0.99904,0.3377618408203125,0.9148
random,49,0.006697001953125,0.9992,0.3322809814453125,0.9147
random,50,0.006839943237304687,0.9992,0.3350550537109375,0.9148
el2n,1,2.13905859375,0.2794,2.033178125,0.3223
el2n,2,1.2495975,0.5416,1.56458017578125,0.4602
el2n,3,0.857905859375,0.69036,1.50054287109375,0.5329
el2n,4,0.5526809765625,0.80148,1.8295400390625,0.5153
el2n,5,0.3787576171875,0.86564,1.3711181640625,0.6298
el2n,6,0.28838517578125,0.8978,1.51120556640625,0.6299
el2n,7,0.20265197265625,0.9278,1.662634375,0.6131
el2n,8,0.16711951171875,0.94412,1.36525068359375,0.6819
el2n,9,0.12089736328125,0.95808,1.30034287109375,0.694
el2n,10,0.10612640625,0.9638,1.173966796875,0.7169
el2n,11,0.087536904296875,0.97144,1.1601544921875,0.7218
el2n,12,0.0705494921875,0.97608,1.18517060546875,0.7189
el2n,13,0.0605905224609375,0.98008,1.18433486328125,0.7281
el2n,14,0.0585401953125,0.98056,1.10706474609375,0.7303
el2n,15,0.0486162939453125,0.98428,1.4406822265625,0.6916
el2n,16,0.0632502734375,0.9792,1.25363291015625,0.7158
el2n,17,0.048352890625,0.98448,1.15365517578125,0.7369
el2n,18,0.03951847412109375,0.988,1.03461220703125,0.7671
el2n,19,0.035289072265625,0.98868,1.086766015625,0.7541
el2n,20,0.0481570751953125,0.98488,1.118151953125,0.7428
el2n,21,0.0354743505859375,0.98912,1.21759697265625,0.7315
el2n,22,0.03504969482421875,0.98912,1.0622884765625,0.7515
el2n,23,0.03052859130859375,0.99068,1.0661578125,0.7622
el2n,24,0.02283028564453125,0.9934,1.05875732421875,0.7595
el2n,25,0.01934261962890625,0.9942,1.14150986328125,0.7515
el2n,26,0.03195212646484375,0.98968,1.10737861328125,0.7579
el2n,27,0.02347306640625,0.99288,1.04461982421875,0.7672
el2n,28,0.0155492138671875,0.99596,1.060933984375,0.7649
el2n,29,0.010471287841796875,0.99748,0.88251025390625,0.7968
el2n,30,0.010882764892578126,0.99736,0.9959001953125,0.7759
el2n,31,0.015485181884765624,0.99584,0.82098203125,0.7988
el2n,32,0.009807997436523438,0.99756,0.83125908203125,0.8034
el2n,33,0.0048827816772460935,0.99924,0.810928125,0.8082
el2n,34,0.0049449298095703125,0.99896,0.809700439453125,0.8117
el2n,35,0.0032231686401367186,0.99984,0.797262060546875,0.8153
el2n,36,0.0026009262084960936,0.99972,0.756506787109375,0.8198
el2n,37,0.00257265869140625,0.99976,0.740862841796875,0.8228
el2n,38,0.0021482972717285155,0.99992,0.750146142578125,0.8209
el2n,39,0.0020821881103515625,0.99988,0.73224765625,0.8237
el2n,40,0.0016940267944335937,0.99996,0.7347171875,0.8259
el2n,41,0.0015305232238769532,1.0,0.7411482421875,0.8233
el2n,42,0.00182206787109375,0.99988,0.7206287109375,0.826
el2n,43,0.0015735366821289063,1.0,0.726362255859375,0.8238
el2n,44,0.0015655142211914062,0.99996,0.72616298828125,0.8241
el2n,45,0.0014567178344726563,1.0,0.72072275390625,0.8255
el2n,46,0.0016844189453125,1.0,0.721678759765625,0.8249
el2n,47,0.00158026123046875,1.0,0.71516796875,0.8255
el2n,48,0.001467208251953125,0.99996,0.71637529296875,0.8258
el2n,49,0.001509929656982422,1.0,0.725654052734375,0.8252
el2n,50,0.0015834910583496095,0.99992,0.720709228515625,0.825
forget,1,2.1680021875,0.26184,1.771107421875,0.3217
forget,2,1.39757453125,0.49416,1.5566076171875,0.4474
forget,3,1.034259296875,0.6432,1.4605392578125,0.4982
forget,4,0.791767890625,0.73628,1.17407333984375,0.6118
forget,5,0.61674984375,0.80168,1.44783740234375,0.5455
forget,6,0.51062265625,0.8372,1.0847857421875,0.6679
forget,7,0.4109574609375,0.87148,1.11453212890625,0.6577
forget,8,0.36003328125,0.88992,0.87445185546875,0.7209
forget,9,0.32583708984375,0.90108,1.23409521484375,0.6527
forget,10,0.29665033203125,0.9106,0.9121994140625,0.7196
forget,11,0.27432380859375,0.91756,0.731895166015625,0.7653
forget,12,0.25123068359375,0.92552,0.87100107421875,0.7227
forget,13,0.2415610546875,0.9258,0.64035732421875,0.7902
forget,14,0.2307586328125,0.93096,0.666965234375,0.7925
forget,15,0.21124818359375,0.93636,1.04919140625,0.7094
forget,16,0.2157980859375,0.93552,0.765812109375,0.7549
forget,17,0.2012542578125,0.93848,0.7877662109375,0.7624
forget,18,0.18501658203125,0.94448,0.728743359375,0.7846
forget,19,0.184365703125,0.94396,0.59272333984375,0.8124
forget,20,0.16710322265625,0.95088,0.784294775390625,0.7731
forget,21,0.167849765625,0.94856,0.73429150390625,0.7811
forget,22,0.16426486328125,0.94868,0.6966095703125,0.7937
forget,23,0.14637552734375,0.95484,0.641310302734375,0.8082
forget,24,0.130289677734375,0.96,0.69234619140625,0.7982
forget,25,0.136090048828125,0.95832,0.59841083984375,0.8182
forget,26,0.121425263671875,0.96208,0.78378955078125,0.7808
forget,27,0.113524560546875,0.96444,0.61191435546875,0.822
forget,28,0.107730126953125,0.96688,0.70351826171875,0.797
forget,29,0.0970959765625,0.96948,0.618030029296875,0.8163
forget,30,0.09721455078125,0.96888,0.58897021484375,0.8326
forget,31,0.0809599560546875,0.97484,0.581843115234375,0.828
forget,32,0.0711703857421875,0.97752,0.615470849609375,0.8307
forget,33,0.0680528466796875,0.97824,0.579945361328125,0.8354
forget,34,0.0505506787109375,0.98412,0.517322509765625,0.852
forget,35,0.0426529736328125,0.98716,0.54091904296875,0.853
forget,36,0.0340434765625,0.9902,0.539396826171875,0.8528
forget,37,0.02757663818359375,0.99204,0.555733251953125,0.8578
forget,38,0.02263023193359375,0.99388,0.501011767578125,0.8709
forget,39,0.018219034423828124,0.99532,0.509426171875,0.8707
forget,40,0.015556400146484375,0.996,0.5099572265625,0.8696
forget,41,0.010641141357421875,0.99744,0.492657177734375,0.8755
forget,42,0.008836270751953125,0.99792,0.474876708984375,0.8807
forget,43,0.007425579833984375,0.99836,0.47587626953125,0.8806
forget,44,0.005726281127929687,0.99896,0.477894873046875,0.8808
forget,45,0.0047686175537109375,0.99928,0.474117431640625,0.8806
forget,46,0.004348805541992187,0.9994,0.47737412109375,0.8807
forget,47,0.004776443786621094,0.9994,0.468901123046875,0.883
forget,48,0.0037118499755859377,0.99964,0.472926220703125,0.8808
forget,49,0.003988263549804688,0.99956,0.471191845703125,0.8819
forget,50,0.003524661865234375,0.99956,0.47341171875,0.8815
craig,1,1.9772603962475497,0.2905548665839901,1.808684765625,0.342
craig,2,1.3225894919890386,0.4994599351922231,1.63536728515625,0.4452
craig,3,1.0447631059477138,0.6069128295395447,1.36646982421875,0.5334
craig,4,0.8207323941372965,0.6980037604512541,1.361627734375,0.5658
craig,5,0.6566124653708445,0.7622914749769972,1.20269169921875,0.635
craig,6,0.5359433366378965,0.8056966836020323,1.1704716796875,0.662
craig,7,0.43150361637146456,0.8465015801896227,1.40505546875,0.6356
craig,8,0.35399525286784417,0.8737448493819259,1.151509765625,0.6981
craig,9,0.30391508309122095,0.8925471056526784,1.0223498046875,0.7046
craig,10,0.27407777214515744,0.9045885506260751,0.8581783203125,0.7566
craig,11,0.2341469843568728,0.917230067608113,0.92808759765625,0.7432
craig,12,0.22208299761596392,0.922430691683002,0.8365556640625,0.7696
craig,13,0.2004053572366184,0.9300316037924551,0.97206171875,0.7465
craig,14,0.1907439634943693,0.9343521222546706,0.87095927734375,0.7714
craig,15,0.1809978720884006,0.9367524102892347,0.899555859375,0.7559
craig,16,0.1786446795490459,0.937472496699604,0.81167412109375,0.7817
craig,17,0.16699460966565988,0.9427531303756451,0.86913916015625,0.7722
craig,18,0.15436902232955454,0.9465135816297956,0.84942802734375,0.7734
craig,19,0.1417288140983168,0.9503140376845222,0.90455791015625,0.771
craig,20,0.1386395273682842,0.9511941432971956,0.977724609375,0.7628
craig,21,0.14376120642289575,0.9496739608753051,0.755750048828125,0.8017
craig,22,0.12181667854830079,0.9582349881985839,1.00204482421875,0.7649
craig,23,0.11877912654206005,0.9601152138256591,0.747203125,0.8083
craig,24,0.1129072988758651,0.9607552906348762,0.8386705078125,0.7932
craig,25,0.10326632750617575,0.9638756650798096,0.9203857421875,0.7735
craig,26,0.08963955557479397,0.9685962315477857,0.81630234375,0.7981
craig,27,0.09444195803496419,0.9661159339120694,0.816746337890625,0.7977
craig,28,0.08242129680561668,0.9723966876025123,0.749999169921875,0.8132
craig,29,0.07388212269066038,0.9744369324318918,0.8081849609375,0.8139
craig,30,0.06762673825546565,0.9778373404808577,0.68152763671875,0.8295
craig,31,0.0522248656166865,0.9829979597551706,0.76026376953125,0.8179
craig,32,0.05815281818193183,0.9798775853102373,0.712064697265625,0.8314
craig,33,0.04245116347555457,0.9865583870064407,0.7012205078125,0.8326
craig,34,0.04252921971730358,0.9856782813937672,0.749429345703125,0.8275
craig,35,0.03247209001017622,0.9898787854542546,0.70589462890625,0.8355
craig,36,0.02425445350317038,0.9929591550986119,0.667515966796875,0.8474
craig,37,0.01857857830634989,0.9949193903268392,0.611087451171875,0.8605
craig,38,0.016522384297443817,0.9955194623354803,0.610715673828125,0.8612
craig,39,0.012921988871086405,0.9967596111533384,0.612197705078125,0.8613
craig,40,0.010753882018576605,0.9977597311677401,0.61946357421875,0.8617
craig,41,0.007043457519589851,0.9985598271792615,0.620522802734375,0.8608
craig,42,0.006224333956207557,0.9986798415809898,0.6073185546875,0.8643
craig,43,0.0050036561638373165,0.9992399087890547,0.60284169921875,0.8657
craig,44,0.005168889920110726,0.998839860783294,0.591347998046875,0.8663
craig,45,0.0047389106492583795,0.9989598751850222,0.598599072265625,0.8638
craig,46,0.003954487600035442,0.9995599471936633,0.596618798828125,0.8652
craig,47,0.003879151411255288,0.9995599471936633,0.5933595703125,0.8658
craig,48,0.00315803307773886,0.9996799615953914,0.6010419921875,0.8655
craig,49,0.0036897860360430752,0.999399927991359,0.593728125,0.8664
craig,50,0.003882979690473013,0.999399927991359,0.592153857421875,0.8667
